,Unnamed: 0.1,Unnamed: 0,date,district,n_battles,n_explosions,n_protests,n_riots,n_strategicdev,n_violcivilians,n_conflict_total
1480,1480,1480,2018-10-01,Garoowe,,,2.0,,,2.0,4.0
1481,1481,1481,2018-11-01,Garoowe,,,1.0,,,3.0,4.0
1482,1482,1482,2018-12-01,Garoowe,,,1.0,,,1.0,2.0
1483,1483,1483,2019-01-01,Garoowe,,,1.0,1.0,1.0,1.0,4.0
1484,1484,1484,2019-02-01,Garoowe,1.0,,,,,1.0,2.0
1485,1485,1485,2019-03-01,Garoowe,,,,,,1.0,1.0
1486,1486,1486,2019-04-01,Garoowe,,,2.0,,,,2.0
1487,1487,1487,2019-05-01,Garoowe,,,,,,2.0,2.0
1488,1488,1488,2019-06-01,Garoowe,1.0,,,,,1.0,2.0
1489,1489,1489,2019-07-01,Garoowe,1.0,,,,,,1.0
1490,1490,1490,2019-08-01,Garoowe,,,1.0,,,,1.0
1491,1491,1491,2019-09-01,Garoowe,2.0,,,,,,2.0
1492,1492,1492,2019-11-01,Garoowe,1.0,,1.0,,,,2.0
1493,1493,1493,2019-12-01,Garoowe,1.0,,,,,1.0,2.0
1494,1494,1494,2020-01-01,Garoowe,,1.0,,,,2.0,3.0
1495,1495,1495,2020-02-01,Garoowe,1.0,,,,,3.0,4.0
1496,1496,1496,2020-03-01,Garoowe,1.0,1.0,1.0,,1.0,,4.0
1497,1497,1497,2020-04-01,Garoowe,1.0,,1.0,,,,2.0
1498,1498,1498,2020-05-01,Garoowe,2.0,,1.0,,,,3.0
1499,1499,1499,2020-06-01,Garoowe,,,,,,1.0,1.0
1500,1500,1500,2020-07-01,Garoowe,1.0,,4.0,,,,5.0
1501,1501,1501,2020-08-01,Garoowe,,,,,,1.0,1.0
1502,1502,1502,2020-09-01,Garoowe,1.0,,,,,1.0,2.0
1503,1503,1503,2020-10-01,Garoowe,,,1.0,,,1.0,2.0
1504,1504,1504,2020-11-01,Garoowe,,,2.0,,,,2.0
1505,1505,1505,2020-12-01,Garoowe,,,2.0,,,,2.0
1506,1506,1506,2021-03-01,Garoowe,,,,,,2.0,2.0
1507,1507,1507,2021-05-01,Garoowe,1.0,,,,,1.0,2.0
1508,1508,1508,2021-06-01,Garoowe,,,,,,2.0,2.0
1509,1509,1509,2021-07-01,Garoowe,,,,,,1.0,1.0
1510,1510,1510,2021-08-01,Garoowe,,,,,,1.0,1.0
1511,1511,1511,2021-09-01,Garoowe,,,1.0,,,1.0,2.0
1512,1512,1512,2021-10-01,Garoowe,1.0,,,,,,1.0
1513,1513,1513,2016-10-01,Gebiley,,,1.0,2.0,,,3.0
1514,1514,1514,2017-01-01,Gebiley,1.0,,,,,,1.0
1515,1515,1515,2017-02-01,Gebiley,,,1.0,,1.0,,2.0
1516,1516,1516,2017-07-01,Gebiley,,,1.0,,,,1.0
1517,1517,1517,2018-04-01,Gebiley,,,1.0,,,,1.0
1518,1518,1518,2018-05-01,Gebiley,,,,,,1.0,1.0
1519,1519,1519,2018-12-01,Gebiley,1.0,,,,,,1.0
1520,1520,1520,2019-02-01,Gebiley,,,1.0,,,,1.0
1521,1521,1521,2019-12-01,Gebiley,,,,,,1.0,1.0
1522,1522,1522,2020-02-01,Gebiley,,,1.0,,,,1.0
1523,1523,1523,2020-08-01,Gebiley,,,1.0,,,,1.0
1524,1524,1524,2021-06-01,Gebiley,,,1.0,1.0,,,2.0
1525,1525,1525,2021-07-01,Gebiley,,,1.0,,,,1.0
1526,1526,1526,2016-10-01,Hargeysa,,,1.0,2.0,,,3.0
1527,1527,1527,2016-11-01,Hargeysa,,,,,1.0,1.0,2.0
1528,1528,1528,2016-12-01,Hargeysa,,,1.0,,1.0,3.0,5.0
1529,1529,1529,2017-01-01,Hargeysa,,,,3.0,,,3.0
1530,1530,1530,2017-02-01,Hargeysa,,,1.0,2.0,,,3.0
1531,1531,1531,2017-03-01,Hargeysa,2.0,,,,,,2.0
1532,1532,1532,2017-04-01,Hargeysa,,,2.0,1.0,1.0,,4.0
1533,1533,1533,2017-05-01,Hargeysa,1.0,,,,1.0,,2.0
1534,1534,1534,2017-06-01,Hargeysa,1.0,,,1.0,,1.0,3.0
1535,1535,1535,2017-08-01,Hargeysa,,,,1.0,1.0,1.0,3.0
1536,1536,1536,2017-09-01,Hargeysa,1.0,,2.0,1.0,2.0,1.0,7.0
1537,1537,1537,2017-10-01,Hargeysa,2.0,,,5.0,,2.0,9.0
1538,1538,1538,2017-11-01,Hargeysa,,,1.0,7.0,,1.0,9.0
1539,1539,1539,2018-01-01,Hargeysa,,,,,,1.0,1.0
1540,1540,1540,2018-02-01,Hargeysa,,,1.0,1.0,,2.0,4.0
1541,1541,1541,2018-03-01,Hargeysa,,,1.0,1.0,,1.0,3.0
1542,1542,1542,2018-04-01,Hargeysa,,,2.0,,,1.0,3.0
1543,1543,1543,2018-05-01,Hargeysa,,,,1.0,,1.0,2.0
1544,1544,1544,2018-06-01,Hargeysa,,,1.0,,,1.0,2.0
1545,1545,1545,2018-07-01,Hargeysa,,,,,,1.0,1.0
1546,1546,1546,2018-08-01,Hargeysa,,,,,1.0,1.0,2.0
1547,1547,1547,2018-09-01,Hargeysa,,,,,,1.0,1.0
1548,1548,1548,2018-10-01,Hargeysa,,,,,3.0,1.0,4.0
1549,1549,1549,2018-11-01,Hargeysa,,,2.0,,4.0,2.0,8.0
1550,1550,1550,2019-02-01,Hargeysa,,,1.0,1.0,1.0,2.0,5.0
1551,1551,1551,2019-03-01,Hargeysa,1.0,,1.0,,,1.0,3.0
1552,1552,1552,2019-04-01,Hargeysa,,,2.0,,,2.0,4.0
1553,1553,1553,2019-05-01,Hargeysa,,,1.0,,,,1.0
1554,1554,1554,2019-06-01,Hargeysa,1.0,,,,,1.0,2.0
1555,1555,1555,2019-08-01,Hargeysa,,,,,1.0,2.0,3.0
1556,1556,1556,2019-09-01,Hargeysa,,,,,,1.0,1.0
1557,1557,1557,2019-10-01,Hargeysa,,,,,,1.0,1.0
1558,1558,1558,2019-11-01,Hargeysa,1.0,,1.0,1.0,,,3.0
1559,1559,1559,2019-12-01,Hargeysa,,,1.0,,,,1.0
1560,1560,1560,2020-02-01,Hargeysa,,,1.0,,,,1.0
1561,1561,1561,2020-03-01,Hargeysa,,,,,2.0,,2.0
1562,1562,1562,2020-05-01,Hargeysa,,,2.0,,,2.0,4.0
1563,1563,1563,2020-06-01,Hargeysa,,,1.0,,,,1.0
1564,1564,1564,2020-08-01,Hargeysa,,,2.0,,,,2.0
1565,1565,1565,2020-10-01,Hargeysa,,,,,,1.0,1.0
1566,1566,1566,2020-11-01,Hargeysa,,,1.0,,,,1.0
1567,1567,1567,2021-07-01,Hargeysa,,,1.0,,,,1.0
1568,1568,1568,2021-09-01,Hargeysa,1.0,,,,,,1.0
1569,1569,1569,2017-01-01,Hobyo,,,,,,1.0,1.0
1570,1570,1570,2017-02-01,Hobyo,4.0,,,,,,4.0
1571,1571,1571,2017-03-01,Hobyo,,,,,,3.0,3.0
1572,1572,1572,2017-04-01,Hobyo,1.0,,,,,,1.0
1573,1573,1573,2017-05-01,Hobyo,,,,,,1.0,1.0
1574,1574,1574,2017-06-01,Hobyo,,,,,,2.0,2.0
1575,1575,1575,2017-08-01,Hobyo,,,,,,1.0,1.0
1576,1576,1576,2017-10-01,Hobyo,,,,,,1.0,1.0
1577,1577,1577,2017-11-01,Hobyo,,,,,,1.0,1.0
1578,1578,1578,2017-12-01,Hobyo,1.0,,,,,,1.0
1579,1579,1579,2018-04-01,Hobyo,,,,,1.0,,1.0
1580,1580,1580,2018-05-01,Hobyo,,,,,,1.0,1.0
1581,1581,1581,2018-07-01,Hobyo,6.0,,,,,,6.0
1582,1582,1582,2018-10-01,Hobyo,,,,,,2.0,2.0
1583,1583,1583,2018-11-01,Hobyo,1.0,2.0,,,,1.0,4.0
1584,1584,1584,2018-12-01,Hobyo,,,,,,1.0,1.0
1585,1585,1585,2019-05-01,Hobyo,,,,,,1.0,1.0
1586,1586,1586,2019-07-01,Hobyo,1.0,,,,,,1.0
1587,1587,1587,2019-09-01,Hobyo,,,,,,1.0,1.0
1588,1588,1588,2019-12-01,Hobyo,2.0,,,,,,2.0
1589,1589,1589,2020-06-01,Hobyo,,1.0,,,,,1.0
1590,1590,1590,2020-07-01,Hobyo,1.0,,,,,,1.0
1591,1591,1591,2020-08-01,Hobyo,1.0,,,,,,1.0
1592,1592,1592,2020-10-01,Hobyo,,,1.0,,,1.0,2.0
1593,1593,1593,2020-11-01,Hobyo,2.0,,,,,,2.0
1594,1594,1594,2021-01-01,Hobyo,1.0,,,,,,1.0
1595,1595,1595,2021-02-01,Hobyo,1.0,,,,,,1.0
1596,1596,1596,2021-03-01,Hobyo,1.0,,,,,,1.0
1597,1597,1597,2021-04-01,Hobyo,1.0,,,,,,1.0
1598,1598,1598,2021-05-01,Hobyo,1.0,,,,,,1.0
1599,1599,1599,2021-06-01,Hobyo,1.0,,,,1.0,1.0,3.0
1600,1600,1600,2021-07-01,Hobyo,5.0,5.0,,,1.0,1.0,12.0
1601,1601,1601,2021-08-01,Hobyo,1.0,4.0,,,1.0,,6.0
1602,1602,1602,2016-10-01,Iskushuban,1.0,,,,1.0,1.0,3.0
1603,1603,1603,2016-12-01,Iskushuban,,,,,,1.0,1.0
1604,1604,1604,2017-01-01,Iskushuban,1.0,1.0,,,,,2.0
1605,1605,1605,2017-06-01,Iskushuban,1.0,1.0,,,,,2.0
1606,1606,1606,2017-09-01,Iskushuban,2.0,3.0,,,,,5.0
1607,1607,1607,2017-10-01,Iskushuban,,2.0,,,,1.0,3.0
1608,1608,1608,2017-11-01,Iskushuban,2.0,1.0,,,,,3.0
1609,1609,1609,2017-12-01,Iskushuban,3.0,2.0,,,,2.0,7.0
1610,1610,1610,2018-01-01,Iskushuban,,1.0,,,,2.0,3.0
1611,1611,1611,2018-03-01,Iskushuban,1.0,1.0,,,,1.0,3.0
1612,1612,1612,2018-05-01,Iskushuban,1.0,,,,1.0,,2.0
1613,1613,1613,2018-07-01,Iskushuban,,,,,1.0,,1.0
1614,1614,1614,2018-08-01,Iskushuban,,,,,1.0,,1.0
1615,1615,1615,2018-10-01,Iskushuban,1.0,1.0,,,,,2.0
1616,1616,1616,2019-01-01,Iskushuban,1.0,1.0,,,,,2.0
1617,1617,1617,2019-02-01,Iskushuban,,,,,,1.0,1.0
1618,1618,1618,2019-04-01,Iskushuban,,1.0,,,,,1.0
1619,1619,1619,2019-06-01,Iskushuban,2.0,1.0,,,1.0,,4.0
1620,1620,1620,2019-09-01,Iskushuban,,1.0,,,,,1.0
1621,1621,1621,2019-11-01,Iskushuban,3.0,1.0,,,,1.0,5.0
1622,1622,1622,2020-03-01,Iskushuban,,2.0,,,,,2.0
1623,1623,1623,2020-04-01,Iskushuban,,1.0,,,,,1.0
1624,1624,1624,2020-05-01,Iskushuban,2.0,,,,,,2.0
1625,1625,1625,2020-06-01,Iskushuban,,2.0,,,,,2.0
1626,1626,1626,2020-07-01,Iskushuban,1.0,1.0,,,,,2.0
1627,1627,1627,2020-12-01,Iskushuban,,2.0,,,,1.0,3.0
1628,1628,1628,2021-01-01,Iskushuban,2.0,,,,,,2.0
1629,1629,1629,2021-03-01,Iskushuban,,,1.0,,,,1.0
1630,1630,1630,2021-04-01,Iskushuban,1.0,,,,,,1.0
1631,1631,1631,2021-09-01,Iskushuban,,1.0,,,,,1.0
1632,1632,1632,2016-10-01,Jalalaqsi,,1.0,,,,,1.0
1633,1633,1633,2016-12-01,Jalalaqsi,,2.0,,,,1.0,3.0
1634,1634,1634,2017-01-01,Jalalaqsi,1.0,,,,,,1.0
1635,1635,1635,2017-03-01,Jalalaqsi,,,,,,1.0,1.0
1636,1636,1636,2017-04-01,Jalalaqsi,1.0,,,,,,1.0
1637,1637,1637,2017-05-01,Jalalaqsi,,,,,1.0,,1.0
1638,1638,1638,2017-06-01,Jalalaqsi,3.0,2.0,,,,1.0,6.0
1639,1639,1639,2017-07-01,Jalalaqsi,2.0,4.0,,,,,6.0
1640,1640,1640,2017-08-01,Jalalaqsi,2.0,2.0,,,,1.0,5.0
1641,1641,1641,2017-09-01,Jalalaqsi,3.0,,,,1.0,,4.0
1642,1642,1642,2017-11-01,Jalalaqsi,,,,,,1.0,1.0
1643,1643,1643,2018-01-01,Jalalaqsi,2.0,,,,,,2.0
1644,1644,1644,2018-02-01,Jalalaqsi,4.0,,,,2.0,,6.0
1645,1645,1645,2018-03-01,Jalalaqsi,,1.0,,,,,1.0
1646,1646,1646,2018-04-01,Jalalaqsi,2.0,,,,,,2.0
1647,1647,1647,2018-05-01,Jalalaqsi,4.0,,,,,1.0,5.0
1648,1648,1648,2018-06-01,Jalalaqsi,1.0,1.0,,,,,2.0
1649,1649,1649,2018-07-01,Jalalaqsi,,1.0,,,,2.0,3.0
1650,1650,1650,2018-08-01,Jalalaqsi,3.0,1.0,,,,,4.0
1651,1651,1651,2018-09-01,Jalalaqsi,,,,,,1.0,1.0
1652,1652,1652,2018-10-01,Jalalaqsi,,1.0,,,3.0,,4.0
1653,1653,1653,2018-11-01,Jalalaqsi,1.0,,,,1.0,1.0,3.0
1654,1654,1654,2018-12-01,Jalalaqsi,1.0,,,,1.0,1.0,3.0
1655,1655,1655,2019-01-01,Jalalaqsi,2.0,,,,1.0,1.0,4.0
1656,1656,1656,2019-02-01,Jalalaqsi,5.0,1.0,,,,,6.0
1657,1657,1657,2019-05-01,Jalalaqsi,,,,,1.0,1.0,2.0
1658,1658,1658,2019-06-01,Jalalaqsi,2.0,,,,1.0,1.0,4.0
1659,1659,1659,2019-07-01,Jalalaqsi,1.0,,,,,,1.0
1660,1660,1660,2019-08-01,Jalalaqsi,1.0,1.0,,,,1.0,3.0
1661,1661,1661,2019-09-01,Jalalaqsi,1.0,1.0,,,,1.0,3.0
1662,1662,1662,2019-10-01,Jalalaqsi,2.0,2.0,,,,,4.0
1663,1663,1663,2019-11-01,Jalalaqsi,,,,,1.0,,1.0
1664,1664,1664,2019-12-01,Jalalaqsi,1.0,,,,,,1.0
1665,1665,1665,2020-01-01,Jalalaqsi,,1.0,,,,1.0,2.0
1666,1666,1666,2020-03-01,Jalalaqsi,1.0,,,,,,1.0
1667,1667,1667,2020-04-01,Jalalaqsi,,,,,,1.0,1.0
1668,1668,1668,2020-05-01,Jalalaqsi,1.0,,,,,1.0,2.0
1669,1669,1669,2020-07-01,Jalalaqsi,1.0,,,,,2.0,3.0
1670,1670,1670,2020-09-01,Jalalaqsi,1.0,,,,,1.0,2.0
1671,1671,1671,2020-10-01,Jalalaqsi,,,1.0,,,,1.0
1672,1672,1672,2020-11-01,Jalalaqsi,5.0,,,,,1.0,6.0
1673,1673,1673,2020-12-01,Jalalaqsi,1.0,1.0,,,,,2.0
1674,1674,1674,2021-01-01,Jalalaqsi,3.0,,,,,,3.0
1675,1675,1675,2021-02-01,Jalalaqsi,5.0,,,,,,5.0
1676,1676,1676,2021-03-01,Jalalaqsi,3.0,,,,,,3.0
1677,1677,1677,2021-04-01,Jalalaqsi,1.0,,,,,,1.0
1678,1678,1678,2021-05-01,Jalalaqsi,5.0,,,,,,5.0
1679,1679,1679,2016-11-01,Jamaame,1.0,,,,,,1.0
1680,1680,1680,2016-12-01,Jamaame,,,,,,1.0,1.0
1681,1681,1681,2017-02-01,Jamaame,,,,,,1.0,1.0
1682,1682,1682,2017-03-01,Jamaame,1.0,1.0,,,,,2.0
1683,1683,1683,2017-08-01,Jamaame,,,,,,1.0,1.0
1684,1684,1684,2017-10-01,Jamaame,1.0,,,,,,1.0
1685,1685,1685,2018-01-01,Jamaame,3.0,1.0,,,,,4.0
1686,1686,1686,2018-02-01,Jamaame,1.0,1.0,,,,,2.0
1687,1687,1687,2018-03-01,Jamaame,3.0,2.0,,,,,5.0
1688,1688,1688,2018-04-01,Jamaame,1.0,1.0,,,,,2.0
1689,1689,1689,2018-05-01,Jamaame,1.0,,,,,,1.0
1690,1690,1690,2018-06-01,Jamaame,3.0,4.0,,,,,7.0
1691,1691,1691,2018-07-01,Jamaame,4.0,,,,,,4.0
1692,1692,1692,2018-08-01,Jamaame,,1.0,,,,,1.0
1693,1693,1693,2018-09-01,Jamaame,1.0,,,,,,1.0
1694,1694,1694,2018-10-01,Jamaame,4.0,2.0,,,,,6.0
1695,1695,1695,2018-11-01,Jamaame,2.0,,,,,,2.0
1696,1696,1696,2019-02-01,Jamaame,1.0,,,,,,1.0
1697,1697,1697,2019-03-01,Jamaame,1.0,1.0,,,,,2.0
1698,1698,1698,2019-04-01,Jamaame,,1.0,,,,,1.0
1699,1699,1699,2019-06-01,Jamaame,2.0,,,,,,2.0
1700,1700,1700,2019-07-01,Jamaame,,1.0,,,,1.0,2.0
1701,1701,1701,2019-08-01,Jamaame,1.0,,,,,,1.0
1702,1702,1702,2019-09-01,Jamaame,1.0,1.0,,,,,2.0
1703,1703,1703,2019-10-01,Jamaame,1.0,1.0,,,,,2.0
1704,1704,1704,2019-12-01,Jamaame,1.0,,,,,,1.0
1705,1705,1705,2020-01-01,Jamaame,1.0,1.0,,,,1.0,3.0
1706,1706,1706,2020-02-01,Jamaame,1.0,,,,,,1.0
1707,1707,1707,2020-04-01,Jamaame,,2.0,,,,1.0,3.0
1708,1708,1708,2020-05-01,Jamaame,1.0,2.0,,,,,3.0
1709,1709,1709,2020-06-01,Jamaame,1.0,,,,,,1.0
1710,1710,1710,2020-07-01,Jamaame,3.0,,,,,,3.0
1711,1711,1711,2020-08-01,Jamaame,2.0,,,,,,2.0
1712,1712,1712,2020-09-01,Jamaame,1.0,,,,,,1.0
1713,1713,1713,2020-11-01,Jamaame,1.0,,,,,,1.0
1714,1714,1714,2020-12-01,Jamaame,1.0,,,,,,1.0
1715,1715,1715,2021-01-01,Jamaame,1.0,2.0,,,,1.0,4.0
1716,1716,1716,2021-02-01,Jamaame,4.0,1.0,,,,,5.0
1717,1717,1717,2021-04-01,Jamaame,3.0,,,,,,3.0
1718,1718,1718,2021-07-01,Jamaame,1.0,,,,,,1.0
1719,1719,1719,2021-08-01,Jamaame,,,,,,1.0,1.0
1720,1720,1720,2021-10-01,Jamaame,,,,,,2.0,2.0
1721,1721,1721,2018-11-01,Jariiban,,,,,,1.0,1.0
1722,1722,1722,2018-12-01,Jariiban,,,,,,1.0,1.0
1723,1723,1723,2019-01-01,Jariiban,1.0,,,,,,1.0
1724,1724,1724,2019-02-01,Jariiban,,,,,,2.0,2.0
1725,1725,1725,2019-05-01,Jariiban,1.0,,,,,,1.0
1726,1726,1726,2019-07-01,Jariiban,1.0,,,,,1.0,2.0
1727,1727,1727,2019-09-01,Jariiban,,,,,,1.0,1.0
1728,1728,1728,2019-11-01,Jariiban,,,,,,1.0,1.0
1729,1729,1729,2019-12-01,Jariiban,1.0,,,,,1.0,2.0
1730,1730,1730,2020-03-01,Jariiban,,,,,,1.0,1.0
1731,1731,1731,2021-07-01,Jariiban,1.0,,,,,1.0,2.0
1732,1732,1732,2016-10-01,Jilib,,1.0,,,,1.0,2.0
1733,1733,1733,2016-11-01,Jilib,1.0,,,,1.0,1.0,3.0
1734,1734,1734,2016-12-01,Jilib,,2.0,,,,,2.0
1735,1735,1735,2017-01-01,Jilib,,,,,,1.0,1.0
1736,1736,1736,2017-04-01,Jilib,,1.0,,,,,1.0
1737,1737,1737,2017-06-01,Jilib,,1.0,,,,,1.0
1738,1738,1738,2017-07-01,Jilib,2.0,1.0,,,,1.0,4.0
1739,1739,1739,2017-08-01,Jilib,,1.0,,,,,1.0
1740,1740,1740,2017-09-01,Jilib,,1.0,,,,,1.0
1741,1741,1741,2017-11-01,Jilib,1.0,,,,,,1.0
1742,1742,1742,2018-02-01,Jilib,1.0,4.0,,,2.0,3.0,10.0
1743,1743,1743,2018-03-01,Jilib,,1.0,,,,,1.0
1744,1744,1744,2018-04-01,Jilib,,2.0,,,,,2.0
1745,1745,1745,2018-06-01,Jilib,1.0,,,,1.0,,2.0
1746,1746,1746,2018-08-01,Jilib,2.0,1.0,,,,1.0,4.0
1747,1747,1747,2018-09-01,Jilib,,1.0,,,,,1.0
1748,1748,1748,2018-10-01,Jilib,,1.0,,,,1.0,2.0
1749,1749,1749,2018-11-01,Jilib,1.0,,,,,,1.0
1750,1750,1750,2018-12-01,Jilib,1.0,1.0,,,,,2.0
1751,1751,1751,2019-01-01,Jilib,,2.0,,,,,2.0
1752,1752,1752,2019-02-01,Jilib,,1.0,,,,1.0,2.0
1753,1753,1753,2019-04-01,Jilib,,1.0,,,,,1.0
1754,1754,1754,2019-05-01,Jilib,1.0,1.0,,,,,2.0
1755,1755,1755,2019-06-01,Jilib,2.0,4.0,,,,,6.0
1756,1756,1756,2019-07-01,Jilib,,2.0,,,,,2.0
1757,1757,1757,2019-08-01,Jilib,,3.0,,,,,3.0
1758,1758,1758,2019-09-01,Jilib,1.0,2.0,,,,,3.0
1759,1759,1759,2019-11-01,Jilib,,6.0,,,,,6.0
1760,1760,1760,2019-12-01,Jilib,,1.0,,,,,1.0
1761,1761,1761,2020-01-01,Jilib,,3.0,,,1.0,,4.0
1762,1762,1762,2020-02-01,Jilib,,5.0,,,,,5.0
1763,1763,1763,2020-03-01,Jilib,,2.0,,,,,2.0
1764,1764,1764,2020-04-01,Jilib,1.0,1.0,,,,,2.0
1765,1765,1765,2020-05-01,Jilib,,3.0,,,,,3.0
1766,1766,1766,2020-07-01,Jilib,1.0,1.0,,,2.0,,4.0
1767,1767,1767,2020-09-01,Jilib,,1.0,,,,1.0,2.0
1768,1768,1768,2020-11-01,Jilib,,,1.0,,,1.0,2.0
1769,1769,1769,2020-12-01,Jilib,1.0,1.0,,,,,2.0
1770,1770,1770,2021-01-01,Jilib,,1.0,,,1.0,,2.0
1771,1771,1771,2021-02-01,Jilib,,,,,,2.0,2.0
1772,1772,1772,2021-03-01,Jilib,,1.0,,,,1.0,2.0
1773,1773,1773,2021-06-01,Jilib,,,,,,2.0,2.0
1774,1774,1774,2016-10-01,Jowhar,3.0,2.0,,,1.0,,6.0
1775,1775,1775,2016-11-01,Jowhar,6.0,5.0,1.0,,1.0,1.0,14.0
1776,1776,1776,2016-12-01,Jowhar,7.0,5.0,,,1.0,,13.0
1777,1777,1777,2017-01-01,Jowhar,9.0,10.0,,,,2.0,21.0
1778,1778,1778,2017-02-01,Jowhar,2.0,2.0,,,2.0,,6.0
1779,1779,1779,2017-03-01,Jowhar,3.0,6.0,,,2.0,4.0,15.0
1780,1780,1780,2017-04-01,Jowhar,2.0,2.0,2.0,,,5.0,11.0
1781,1781,1781,2017-05-01,Jowhar,2.0,9.0,,,,2.0,13.0
1782,1782,1782,2017-06-01,Jowhar,9.0,11.0,,,1.0,1.0,22.0
1783,1783,1783,2017-07-01,Jowhar,1.0,3.0,,,1.0,1.0,6.0
1784,1784,1784,2017-08-01,Jowhar,8.0,13.0,,,2.0,3.0,26.0
1785,1785,1785,2017-09-01,Jowhar,5.0,5.0,,,1.0,1.0,12.0
1786,1786,1786,2017-10-01,Jowhar,1.0,4.0,,,1.0,6.0,12.0
1787,1787,1787,2017-11-01,Jowhar,1.0,1.0,,,,1.0,3.0
1788,1788,1788,2017-12-01,Jowhar,2.0,,,,,1.0,3.0
1789,1789,1789,2018-01-01,Jowhar,6.0,,,,1.0,1.0,8.0
1790,1790,1790,2018-02-01,Jowhar,2.0,,,,1.0,,3.0
1791,1791,1791,2018-03-01,Jowhar,10.0,,,,2.0,1.0,13.0
1792,1792,1792,2018-04-01,Jowhar,1.0,4.0,,,5.0,,10.0
1793,1793,1793,2018-05-01,Jowhar,3.0,,,,,1.0,4.0
1794,1794,1794,2018-07-01,Jowhar,3.0,,,,,5.0,8.0
1795,1795,1795,2018-08-01,Jowhar,1.0,1.0,,,,,2.0
1796,1796,1796,2018-09-01,Jowhar,2.0,1.0,,,,2.0,5.0
1797,1797,1797,2018-10-01,Jowhar,4.0,1.0,,,1.0,2.0,8.0
1798,1798,1798,2018-11-01,Jowhar,2.0,1.0,,,,1.0,4.0
1799,1799,1799,2018-12-01,Jowhar,,2.0,,,2.0,3.0,7.0
1800,1800,1800,2019-01-01,Jowhar,3.0,2.0,,,1.0,1.0,7.0
1801,1801,1801,2019-02-01,Jowhar,2.0,2.0,,,,,4.0
1802,1802,1802,2019-03-01,Jowhar,2.0,2.0,,,2.0,,6.0
1803,1803,1803,2019-04-01,Jowhar,,3.0,,,1.0,3.0,7.0
1804,1804,1804,2019-05-01,Jowhar,3.0,3.0,1.0,,,,7.0
1805,1805,1805,2019-06-01,Jowhar,5.0,3.0,1.0,,1.0,6.0,16.0
1806,1806,1806,2019-07-01,Jowhar,1.0,2.0,,,1.0,3.0,7.0
1807,1807,1807,2019-08-01,Jowhar,4.0,1.0,1.0,,1.0,2.0,9.0
1808,1808,1808,2019-09-01,Jowhar,2.0,5.0,,,3.0,2.0,12.0
1809,1809,1809,2019-10-01,Jowhar,2.0,,1.0,,1.0,4.0,8.0
1810,1810,1810,2019-11-01,Jowhar,3.0,,,,1.0,1.0,5.0
1811,1811,1811,2019-12-01,Jowhar,3.0,3.0,,,1.0,2.0,9.0
1812,1812,1812,2020-01-01,Jowhar,1.0,3.0,,,2.0,3.0,9.0
1813,1813,1813,2020-02-01,Jowhar,6.0,4.0,,,1.0,2.0,13.0
1814,1814,1814,2020-03-01,Jowhar,5.0,6.0,,,1.0,1.0,13.0
1815,1815,1815,2020-04-01,Jowhar,3.0,4.0,,,,2.0,9.0
1816,1816,1816,2020-05-01,Jowhar,,1.0,,,,2.0,3.0
1817,1817,1817,2020-06-01,Jowhar,7.0,2.0,,,,,9.0
1818,1818,1818,2020-07-01,Jowhar,2.0,2.0,,,,3.0,7.0
1819,1819,1819,2020-08-01,Jowhar,3.0,,,,2.0,2.0,7.0
1820,1820,1820,2020-09-01,Jowhar,1.0,1.0,,,,1.0,3.0
1821,1821,1821,2020-10-01,Jowhar,1.0,3.0,1.0,,2.0,2.0,9.0
1822,1822,1822,2020-11-01,Jowhar,1.0,3.0,,,,1.0,5.0
1823,1823,1823,2020-12-01,Jowhar,3.0,7.0,,,,1.0,11.0
1824,1824,1824,2021-01-01,Jowhar,2.0,,,,1.0,,3.0
1825,1825,1825,2021-02-01,Jowhar,2.0,4.0,,,,1.0,7.0
1826,1826,1826,2021-03-01,Jowhar,7.0,3.0,,,,,10.0
1827,1827,1827,2021-04-01,Jowhar,5.0,2.0,,,1.0,,8.0
1828,1828,1828,2021-05-01,Jowhar,13.0,3.0,2.0,,,1.0,19.0
1829,1829,1829,2021-06-01,Jowhar,9.0,6.0,,,1.0,1.0,17.0
1830,1830,1830,2021-07-01,Jowhar,1.0,2.0,,,1.0,2.0,6.0
1831,1831,1831,2021-08-01,Jowhar,1.0,2.0,,,,,3.0
1832,1832,1832,2021-09-01,Jowhar,3.0,7.0,,,,1.0,11.0
1833,1833,1833,2021-10-01,Jowhar,,1.0,,,,,1.0
1834,1834,1834,2016-10-01,Kismaayo,3.0,2.0,,,1.0,1.0,7.0
1835,1835,1835,2016-11-01,Kismaayo,4.0,4.0,,,,3.0,11.0
1836,1836,1836,2016-12-01,Kismaayo,15.0,3.0,,,5.0,5.0,28.0
1837,1837,1837,2017-01-01,Kismaayo,5.0,8.0,,,5.0,1.0,19.0
1838,1838,1838,2017-02-01,Kismaayo,1.0,3.0,,,4.0,1.0,9.0
1839,1839,1839,2017-03-01,Kismaayo,3.0,2.0,,,3.0,1.0,9.0
1840,1840,1840,2017-04-01,Kismaayo,2.0,2.0,,2.0,2.0,,8.0
1841,1841,1841,2017-05-01,Kismaayo,,5.0,,,,,5.0
1842,1842,1842,2017-06-01,Kismaayo,5.0,3.0,,,,2.0,10.0
