,Unnamed: 0,date,district,total population,Under-Five Population,GAM,MAM,SAM,GAM Prevalence,SAM Prevalence,phase3plus_perc,rainfall,ndvi_score,Price of water,Total alarms,n_conflict_total,Average of centy,Average of centx,prevalence_6lag,next_prevalence,month,increase,increase_numeric,district_encoded,Cowpea,Maize,Sorghum,crop
171,172,2018-07-01,Gaalkacyo,420293.0224489165,84058.6044897833,39243.43470591475,32900.62289837369,6342.811807541059,0.4668580324895174,0.0754570200878362,0.19,21.956666666666667,0.1933333333333333,20.0,4.666666666666667,5.333333333333333,6.935230000000001,47.68801,0.4004,0.3939217335250711,7,False,-0.0729362989644463,40,,,,
172,173,2018-07-01,Balcad,211434.1247319937,42286.82494639875,15140.399568163786,12196.167870716645,2944.231697447141,0.3580405856281527,0.0696252722019007,0.03,32.92333333333333,0.3266666666666666,,3.6666666666666665,7.166666666666667,2.488555,45.65908,0.351,0.4256324032458843,7,True,0.0675918176177315,8,328.0,3.44,2.4,111.27999999999999
173,174,2018-07-01,Adan Yabaal,37859.154953401936,7571.830990680386,2112.0819230164097,1678.351130192922,433.7307928234877,0.2789393906990287,0.0572821545221143,0.0,35.59,0.26,15.0,1.5,,3.549436,46.54467,0.3510000000000001,0.3959736631857278,7,True,0.1170342724866991,0,90.0,,38.0,
174,175,2018-07-01,Garbahaarey,150445.26937163374,30089.053874326764,10401.13408576497,8556.24794118083,1844.8861445841392,0.345678336354725,0.0613141959295128,0.02,53.81666666666667,0.305,,2.0,2.4,3.205999,42.35913,0.3925999999999999,0.3582420806274685,7,True,0.0125637442727434,42,10.0,348.0,125.0,161.0
175,176,2018-07-01,Eyl,92352.216683081,18470.4433366162,8433.115399529477,7295.691490374685,1137.4239091547925,0.456573523755734,0.0615807584271645,0.09,16.595000000000002,0.1483333333333333,,1.3333333333333333,,8.094348,49.56446,0.3795999999999999,0.3843661195946408,7,False,-0.0722074041610932,39,,,,
176,177,2018-07-01,Garoowe,238943.83260569465,47788.76652113893,24708.068208179047,21406.663904723828,3301.4043034552283,0.5170266990935967,0.0690832708978768,0.06,13.626666666666669,0.1316666666666666,5.433333333333334,6.5,2.6666666666666665,8.470396000000001,48.78639,0.3795999999999999,0.3790731071095702,7,False,-0.1379535919840264,43,,,,
177,178,2018-07-01,Doolow,70367.24202467134,14073.448404934268,7589.124035591476,6261.920176045162,1327.203859546314,0.5392512067568789,0.0943055192557486,0.42,42.73833333333334,0.2333333333333333,,0.8333333333333334,1.0,4.002533000000001,42.1408,0.3926,0.3983778863086515,7,False,-0.1408733204482273,38,9.0,322.0,48.0,126.33333333333333
178,180,2018-07-01,Gebiley,103448.69292549856,20689.73858509972,5054.898580809682,4234.247840659743,820.6507401499391,0.2443191130723181,0.0396646258614863,0.22,47.72,0.2066666666666666,12.566666666666668,3.5,1.0,9.859568,43.68093,0.1975999999999999,0.195572345649635,7,False,-0.0487467674226831,44,,400.0,6.2,
179,181,2018-07-01,Diinsoor,144645.3749179251,28929.07498358503,13797.82124760847,11649.602870762275,2148.2183768461928,0.4769534198876959,0.0742581080820986,0.08,83.28833333333334,0.4116666666666667,33.125,5.833333333333333,1.5,2.102024,42.90189,0.2886000000000001,0.4709407002848428,7,False,-0.0060127196028531,37,893.0,2.2,9.0,301.40000000000003
180,182,2018-07-01,Wanla Weyn,105508.44272316828,21101.688544633656,7993.68750285581,6594.876598264259,1398.810904591551,0.3788174337777663,0.0662890508327249,0.0,38.31,0.335,8.166666666666666,4.5,2.833333333333333,2.791644,44.90646999999999,0.351,0.4417324945420314,7,True,0.0629150607642651,74,750.0,980.0,9.6,579.8666666666667
181,183,2018-07-01,Baki,99262.17263864214,19852.434527728423,5481.4413415630215,4637.5532004055685,843.888141157452,0.2761092768701464,0.0425080430301266,0.14,29.524999999999995,0.1366666666666667,,0.1666666666666666,1.0,10.28566,43.7321,0.169,0.3124852051578765,7,True,0.03637592828773,7,,,,
182,184,2018-07-01,Hargeysa,959744.1903862744,191948.83807725488,45808.30308268869,37322.72610149223,8485.576981196467,0.2386485041615721,0.0442074933414351,0.23,42.565,0.0,11.0,5.166666666666667,4.0,9.521626,44.28073,0.1975999999999999,0.1951645146346709,7,False,-0.0434839895269011,45,,40.0,150.0,
183,185,2018-07-01,Banadir,1650228.0,330045.6,150340.93658272483,115897.7627177782,34443.17386494661,0.4555156517242613,0.1043588336428257,0.13,29.705,,,11.0,55.5,2.110552,45.42547,0.2912,0.4292576344574564,7,False,-0.0262580172668048,9,,,,
184,186,2018-07-01,Hobyo,90079.84358712788,18015.968717425578,6042.8239754314245,5057.151168061792,985.6728073696312,0.3354148794445133,0.0547110634365311,0.15,24.48,0.1816666666666666,,2.833333333333333,2.6666666666666665,5.971543,48.20153,0.4003999999999999,0.3520726565695597,7,True,0.0166577771250464,46,150.0,,15.0,
185,187,2018-07-01,Ceerigaabo,186214.57602082423,37242.91520416485,11530.718875589982,9312.934187964962,2217.784687625022,0.3096083862495412,0.0595491699687625,0.14,18.82333333333333,0.135,45.0,3.8333333333333335,2.833333333333333,10.29076,47.8071,0.3367000000000001,0.4231594017049179,7,True,0.1135510154553767,35,,,,
186,188,2018-07-01,Afgooye,262835.8188681545,52567.163773630906,20230.949240405527,16460.215188756378,3770.7340516491504,0.384859060068862,0.0717317386170385,0.0,35.82666666666667,0.35,21.25,5.5,20.0,2.236402,45.07666,0.351,0.4383403468241347,7,True,0.0534812867552726,1,1240.0,8.25,9.8,419.34999999999997
187,189,2018-07-01,Iskushuban,60361.40289872798,12072.280579745591,5850.779805130872,5061.80071556911,788.9790895617617,0.4846457772814762,0.0653546017548234,0.08,6.125,0.1333333333333333,30.0,0.6666666666666666,4.0,10.5516,50.50521,0.3432,0.4239158201206688,7,False,-0.0607299571608073,47,,,,
188,190,2018-07-01,Ceel Waaq,42841.35404644698,8568.270809289395,2373.4360032220056,1937.126504580973,436.3094986410328,0.2770029164634731,0.0509215346190975,0.07,58.55833333333334,0.4016666666666666,11.966666666666669,3.1666666666666665,3.2,2.6789779999999994,41.44526,0.3925999999999998,0.3215618498962238,7,True,0.0445589334327506,34,,,,
189,191,2018-07-01,Waajid,122373.31931054375,24474.66386210875,11622.893286828592,9847.741714393926,1775.1515724346664,0.4748949097855825,0.0725301717088309,0.09,66.39833333333333,0.3266666666666666,2.5,3.8333333333333335,2.0,3.81645,43.43285,0.4861999999999999,0.4792888339084379,7,True,0.0043939241228553,73,12.0,30.0,315.0,119.0
190,192,2018-07-01,Laasqoray,53800.5744763104,10760.11489526208,2433.9379893082823,1958.3409109376985,475.597078370584,0.2261999999999999,0.0442,0.15,12.961666666666666,0.145,,0.5,1.0,10.53805,48.69515999999999,0.3367,0.3817815509494871,7,True,0.1555815509494872,56,,,,
191,193,2018-07-01,Jalalaqsi,137166.99069700082,27433.398139400168,10584.686402523936,8537.714201153009,2046.9722013709288,0.3858321287337016,0.0746160643668508,0.09,34.66166666666667,0.3383333333333333,,3.1666666666666665,2.4,3.40329,45.61273,0.3925999999999999,0.4698845151234747,7,True,0.084052386389773,48,,438.0,1085.0,
192,194,2018-07-01,Ceel Dheer,103004.37800500816,20600.87560100164,6473.6185663554725,5212.753484849644,1260.8650815058288,0.3142399717243435,0.0612044413027048,0.13,33.205000000000005,0.2316666666666666,15.166666666666666,1.1666666666666667,1.0,4.051839,47.04731999999999,0.4211999999999999,0.3237222467082124,7,True,0.0094822749838689,33,700.0,,28.0,
193,195,2018-07-01,Xarardheere,34095.52790194442,6819.105580388886,2350.618441590034,1910.171905822252,440.44653576778273,0.3447106682656731,0.0645900742517414,0.03,31.723333333333333,0.22,11.166666666666666,2.333333333333333,2.0,4.793407,47.83268,0.4004000000000001,0.3440937497588239,7,False,-0.0006169185068491,75,400.0,,20.0,
194,196,2018-07-01,Jamaame,72274.03765624086,14454.807531248174,5893.859161297823,4929.70321521494,964.1559460828828,0.4077438698894172,0.0667014032527645,0.08,102.58666666666666,0.4316666666666666,10.0,3.5,2.8,0.124303,42.80163000000001,0.3926,0.3149404261361454,7,False,-0.0928034437532717,49,398.0,3.54,,
195,197,2018-07-01,Dhuusamarreeb,134132.73415617252,26826.546831234504,10486.583282734278,8844.521931582743,1642.0613511515344,0.3909032104916541,0.0612103138537256,0.25,28.72,0.225,12.5,2.1666666666666665,1.8333333333333333,5.441128,46.68404999999999,0.4212,0.3069711905400723,7,False,-0.0839320199515817,36,,,,
196,198,2018-07-01,Cabudwaaq,148952.26299964866,29790.452599929733,12808.897949176177,10477.739158988485,2331.1587901876915,0.4299665440197571,0.0782518755755053,0.17,31.296666666666667,0.245,15.0,5.0,1.5,5.826085,46.125,0.4212,0.3232371835699271,7,False,-0.10672936044983,25,,,,
197,199,2018-07-01,Caynabo,38882.923681135246,7776.58473622705,1888.1793407114465,1524.523631396118,363.6557093153283,0.2428031590674251,0.0467629070665489,0.44,29.903333333333336,0.1683333333333333,,0.3333333333333333,2.333333333333333,9.282376,46.49009,0.2911999999999999,0.3464523514753054,7,True,0.1036491924078802,29,,,,
198,200,2018-07-01,Buuhoodle,114678.62295159738,22935.72459031948,5186.445122571494,4251.106748903086,935.338373668408,0.226129551832888,0.0407808512866076,0.07,24.96666666666667,0.2366666666666666,,1.3333333333333333,1.6666666666666667,8.460162,46.66129,0.2027999999999999,0.188847667729668,7,False,-0.03728188410322,23,,,,
199,201,2018-07-01,Luuq,42201.02354780796,8440.20470956159,3479.915786337006,2964.2601081838347,515.655678153172,0.4123022966960434,0.0610951624868772,0.06,49.905,0.2566666666666666,14.533333333333331,2.333333333333333,3.0,3.792931,42.6976,0.3926,0.4097136186539254,7,False,-0.0025886780421179,59,17.0,401.0,92.0,170.0
200,202,2018-07-01,Zeylac,76799.71197431434,15359.942394862868,6651.854119268918,4778.211028373836,1873.6430908950824,0.4330650433619875,0.1219824295383895,0.4,14.223333333333334,0.1016666666666666,6.0,4.166666666666667,1.0,10.89293,43.16827,0.1689999999999999,0.2939877424871059,7,False,-0.1390773008748815,78,,,,
201,203,2018-07-01,Marka,197917.20494918805,39583.44098983761,15720.19253126314,12501.830952885475,3218.3615783776613,0.3971406259324205,0.0813057555861281,0.0,32.068333333333335,0.3899999999999999,41.0,6.333333333333333,10.833333333333334,1.740153,44.71787,0.351,0.4356751207813825,7,True,0.0385344948489619,60,855.0,358.58,900.0,704.5266666666666
202,204,2018-07-01,Qardho,80478.15211908707,16095.630423817414,8647.798631673282,7723.655987298465,924.1426443748156,0.5372761677527557,0.0574157470096555,0.08,11.105,0.125,,1.1666666666666667,2.0,9.502092,49.50764999999999,0.3432,0.4087521426316601,7,False,-0.1285240251210955,64,,,,
203,205,2018-07-01,Burtinle,61401.072470727006,12280.2144941454,6051.516879738399,5078.534547788114,972.9823319502864,0.4927859267135329,0.0792317049848075,0.07,16.126666666666665,0.1916666666666666,,3.1666666666666665,1.0,7.802199000000001,48.39912,0.3795999999999999,0.4133399855287525,7,False,-0.0794459411847803,22,,,,
204,206,2018-07-01,Baidoa,271288.5935653316,54257.71871306632,34366.1900500762,27360.548730189188,7005.641319887004,0.6333880388856111,0.1291178745817765,0.25,74.02499999999999,0.4116666666666667,35.416666666666664,7.166666666666667,8.833333333333334,3.266359,43.63929,0.2886,0.4723126687951987,7,False,-0.1610753700904124,6,1.575,5.15,10.125,5.616666666666667
205,207,2018-07-01,Qandala,50358.19680656703,10071.639361313406,4682.317278883081,3904.216904746535,778.1003741365457,0.4649012053458273,0.0772565762357754,0.08,10.048333333333334,0.16,,0.8333333333333334,2.25,11.060160000000002,50.08869000000001,0.3431999999999999,0.4847031486728068,7,True,0.0198019433269794,62,,,,
206,208,2018-07-01,Buur Hakaba,128204.6513460276,25640.93026920552,12427.92782331859,10607.243022384477,1820.684800934114,0.4846909879180319,0.0710069713469303,0.1,65.22166666666666,0.4316666666666666,,2.333333333333333,2.4,2.485374,44.00688,0.2886,0.47037719442215,7,False,-0.0143137934958819,24,705.0,160.0,8.28,291.0933333333333
207,209,2018-07-01,Xudur,119822.71253135678,23964.54250627136,11237.024222403345,9469.679614567758,1767.3446078355842,0.4689020964811947,0.0737483140925007,0.11,50.84,0.3283333333333333,29.166666666666668,5.666666666666667,2.8,4.188905999999999,43.90622,0.4862,0.48161201917032,7,True,0.0127099226891252,77,24.0,60.0,616.0,233.33333333333334
208,210,2018-07-01,Sheikh,65965.83992880996,13193.167985761993,3306.0295795034,2770.016621106024,536.0129583973758,0.2505864840856458,0.0406280704509969,0.05,40.45166666666667,0.1999999999999999,,0.6666666666666666,,9.992453,45.42914,0.2028,0.2526659184696406,7,True,0.0020794343839947,70,,,250.0,
209,211,2018-07-01,Sablaale,24953.239247136426,4990.647849427284,2150.7748619449867,1816.633831837045,334.14103010794133,0.4309610549243231,0.0669534377478239,0.0,102.705,0.4733333333333333,,0.1666666666666666,1.0,1.383262,43.52054,0.3510000000000001,0.4365207106198354,7,True,0.0055596556955123,69,175.0,2.21,,
210,212,2018-07-01,Badhaadhe,41293.78545781948,8258.757091563897,3064.983862134855,2529.179980779544,535.8038813553103,0.3711192650605567,0.0648770602422269,0.0,110.49,0.5316666666666666,,1.5,2.25,-0.8536984000000002,41.42942,0.3926,0.2330307158506623,7,False,-0.1380885492098944,4,40.0,600.0,,
211,213,2018-07-01,Berbera,178810.11668822702,35762.02333764541,10548.731083169114,8323.926955919247,2224.8041272498667,0.2949701973955382,0.0622113605330572,0.22,30.686666666666667,0.105,,0.5,1.75,10.35884,45.28606,0.1976,0.2657364311048932,7,False,-0.029233766290645,16,,,,
212,214,2018-07-01,Belet Xaawo,80263.42747402092,16052.685494804184,6328.552460183149,5319.562632752425,1008.989827430725,0.3942363701220913,0.06285489289361,0.03,48.461666666666666,0.33,21.683333333333334,2.333333333333333,1.6666666666666667,3.435586,41.7337,0.3926,0.4070600258586147,7,True,0.0128236557365234,15,8.0,11.0,60.0,26.333333333333332
213,215,2018-07-01,Bossaso,474784.6404434893,94956.92808869788,45789.237767238665,38712.51627748567,7076.721489753008,0.482210605259551,0.074525594205646,0.26,9.94,0.1433333333333333,10.833333333333334,5.333333333333333,15.666666666666666,10.9218,49.39968,0.3432,0.3942170096006928,7,False,-0.0879935956588582,18,,,,
214,216,2018-07-01,Qoryooley,282277.1749967973,56455.434999359466,24636.0144001566,20907.497476873617,3728.516923282976,0.4363798525409664,0.0660435425451115,0.0,44.995000000000005,0.44,27.125,4.833333333333333,6.166666666666667,1.934555,44.44943,0.351,0.4388574958395,7,True,0.0024776432985336,65,586.0,9.92,900.0,498.64000000000004
215,217,2018-07-01,Bulo Burto,126308.10395590446,25261.6207911809,9874.640546634284,7925.770012913841,1948.8705337204424,0.3908949717937982,0.0771474858968991,0.12,35.43333333333333,0.3216666666666666,12.0,3.0,4.6,3.900063,45.53233,0.3926,0.470453127878576,7,True,0.0795581560847778,20,,433.0,1230.0,
216,218,2018-07-01,Lughaye,99442.45554944112,19888.49110988824,8345.448109620496,6025.579829405349,2319.8682802151448,0.4196119285022721,0.1166437547925264,0.41,14.143333333333333,0.0983333333333333,,1.8333333333333333,,10.64738,43.57811999999999,0.169,0.2962807470311721,7,False,-0.1233311814711,58,,,,
217,219,2018-07-01,Owdweyne,99751.78651328415,19950.35730265683,4595.412939188874,3880.08051290108,715.3324262877939,0.2303423878316652,0.035855619798475,0.1,36.175,0.175,,0.5,1.0,9.257388,45.01097000000001,0.2028,0.2072939133886237,7,False,-0.0230484744430414,61,,,1.5,
218,220,2018-07-01,Burco,440966.7506063085,88193.3501212617,19502.784229634948,16092.69047706894,3410.0937525660083,0.2211366753028379,0.0386661097223009,0.12,32.763333333333335,0.1933333333333333,10.0,6.333333333333333,2.4,9.141337,45.75868,0.2028,0.1770356571398554,7,False,-0.0441010181629825,21,,,500.0,
219,221,2018-07-01,Qansax Dheere,69363.1772816809,13872.635456336178,7065.121469540268,6006.566366135919,1058.5551034043474,0.5092847348131929,0.0763052634617356,0.11,60.24666666666667,0.34,20.0,3.8333333333333335,2.75,2.81513,42.84011,0.2886,0.4706401766004414,7,False,-0.0386445582127515,63,858.0,2.0,8.1,289.3666666666667
220,224,2018-07-01,Bu'aale,102232.682999872,20446.536599974403,8434.566661049115,7090.023899771833,1344.5427612772812,0.4125181113098476,0.0657589491845266,0.09,100.16833333333334,0.48,28.20833333333333,3.5,1.0,1.197985,42.7408,0.3925999999999999,0.31831560695452,7,False,-0.0942025043553276,19,180.0,1280.0,720.0,726.6666666666666
221,225,2019-01-01,Bulo Burto,126308.10395590446,25261.6207911809,11884.408516493522,10206.791865195391,1677.6166512981315,0.470453127878576,0.0664096997245642,0.08,15.311666666666667,0.3183333333333333,11.666666666666666,2.1666666666666665,4.833333333333333,3.900063,45.53233,0.3908949717937982,0.5898451672177014,1,True,0.1193920393391254,20,,216.0,106.056,
222,226,2019-01-01,Hobyo,90079.84358712788,18015.968717425578,6342.929967018108,5770.296218257471,572.6337487606368,0.3520726565695597,0.0317847881366916,0.09,4.646666666666667,0.1816666666666666,,4.0,2.333333333333333,5.971543,48.20153,0.3354148794445133,0.3487584354785739,1,False,-0.0033142210909858,46,2.0,,490.0,
223,227,2019-01-01,Ceerigaabo,186214.57602082423,37242.91520416485,15759.68971554139,12684.11226741208,3075.577448129308,0.4231594017049179,0.0825815442016034,0.14,10.696666666666664,0.135,45.0,2.333333333333333,3.5,10.29076,47.8071,0.3096083862495412,0.3969125115565767,1,False,-0.0262468901483411,35,,,,
224,228,2019-01-01,Cabudwaaq,148952.26299964866,29790.452599929733,9629.3819956747,7408.517453881162,2220.864541793537,0.3232371835699271,0.0745495401368549,0.03,8.76,0.2183333333333333,15.0,2.6666666666666665,1.0,5.826085,46.125,0.4299665440197571,0.3728535271691253,1,True,0.0496163435991982,25,,,,
225,229,2019-01-01,Afgooye,262835.8188681545,52567.163773630906,23042.308800094463,18830.71827531796,4211.590524776501,0.4383403468241347,0.0801182757911916,0.01,20.955,0.3316666666666666,17.25,4.166666666666667,17.166666666666668,2.236402,45.07666,0.384859060068862,0.462159131461528,1,True,0.0238187846373932,1,1480.0,3.15,6.075,496.4083333333333
226,230,2019-01-01,Waajid,122373.31931054375,24474.66386210875,11730.43310277109,9950.926695915396,1779.5064068556946,0.4792888339084379,0.0727081040573838,0.04,23.201666666666668,0.295,,1.6666666666666667,2.0,3.81645,43.43285,0.4748949097855825,0.5458546307673043,1,True,0.0665657968588664,73,10.0,3.0,100.0,37.666666666666664
227,231,2019-01-01,Badhaadhe,41293.78545781948,8258.757091563897,1924.5440770838693,1674.4201979310365,250.12387915283344,0.2330307158506623,0.0302858985171422,0.01,42.335,0.5516666666666666,,1.1666666666666667,2.25,-0.8536984000000002,41.42942,0.3711192650605567,0.4823586641167936,1,True,0.2493279482661313,4,10.0,24.0,,
228,232,2019-01-01,Iskushuban,60361.40289872798,12072.280579745591,5117.630722689676,4406.3465845364335,711.2841381532436,0.4239158201206688,0.0589187878342232,0.12,4.553333333333334,0.1316666666666666,30.0,2.333333333333333,1.5,10.5516,50.50521,0.4846457772814762,0.4394605539382136,1,True,0.0155447338175447,47,,,,
229,233,2019-01-01,Ceel Waaq,42841.35404644698,8568.270809289395,2755.2290118469123,2399.851348440354,355.3776634065584,0.3215618498962238,0.0414760073901108,0.0,43.80166666666667,0.3833333333333333,11.066666666666668,1.1666666666666667,2.2,2.6789779999999994,41.44526,0.2770029164634731,0.4894280635303719,1,True,0.1678662136341481,34,,,,
230,234,2019-01-01,Baki,99262.17263864214,19852.434527728423,6203.592076280527,5480.480399523661,723.1116767568673,0.3124852051578765,0.0364243325294375,0.17,15.991666666666667,0.1583333333333333,,0.3333333333333333,,10.28566,43.7321,0.2761092768701464,0.3180265223059977,1,True,0.0055413171481212,7,,,,
231,235,2019-01-01,Jalalaqsi,137166.99069700082,27433.398139400168,12890.528982921282,11078.909131642167,1811.6198512791127,0.4698845151234747,0.0660370196238009,0.06,14.2,0.315,,2.833333333333333,3.1666666666666665,3.40329,45.61273,0.3858321287337016,0.5921047430628529,1,True,0.1222202279393782,48,,180.0,731.0,
232,236,2019-01-01,Ceel Dheer,103004.37800500816,20600.87560100164,6668.961733712647,5526.670863547309,1142.2908701653396,0.3237222467082124,0.0554486562750662,0.02,14.296666666666669,0.2433333333333333,17.833333333333332,1.0,,4.051839,47.04731999999999,0.3142399717243435,0.302048788800896,1,False,-0.0216734579073164,33,1.8,,1.225,
233,237,2019-01-01,Sheikh,65965.83992880996,13193.167985761993,3333.463906646812,2961.266688952168,372.1972176946439,0.2526659184696406,0.0282113604629545,0.14,23.07333333333333,0.2183333333333333,,0.6666666666666666,1.0,9.992453,45.42914,0.2505864840856458,0.311807882954238,1,True,0.0591419644845974,70,,,,
234,238,2019-01-01,Berbera,178810.11668822702,35762.02333764541,9503.272450835795,8254.389103099571,1248.8833477362275,0.2657364311048932,0.034922055051107,0.2,16.305,0.1183333333333333,,0.3333333333333333,1.5,10.35884,45.28606,0.2949701973955382,0.2430326560610348,1,False,-0.0227037750438584,16,,,,
235,239,2019-01-01,Qandala,50358.19680656703,10071.639361313406,4881.755310725584,4027.478660023889,854.2766507016953,0.4847031486728068,0.0848200198651962,0.09,9.96,0.1633333333333333,,0.6666666666666666,1.5,11.060160000000002,50.08869000000001,0.4649012053458273,0.4662120199606611,1,False,-0.0184911287121457,62,,,,
236,240,2019-01-01,Laasqoray,53800.5744763104,10760.11489526208,4108.013353107835,3369.256241485273,738.757111622562,0.3817815509494871,0.0686569910092552,0.14,8.290000000000001,0.1466666666666666,,0.8333333333333334,1.0,10.53805,48.69515999999999,0.2261999999999999,0.3657972542777379,1,False,-0.0159842966717492,56,,,,
237,241,2019-01-01,Qansax Dheere,69363.1772816809,13872.635456336178,6529.019601083604,5732.797698512433,796.2219025711715,0.4706401766004414,0.0573951434878587,0.08,38.045,0.3366666666666666,21.125,1.8333333333333333,2.25,2.81513,42.84011,0.5092847348131929,0.5490683229813664,1,True,0.078428146380925,63,196.0,300.0,7.85,167.95000000000002
238,243,2019-01-01,Galdogob,96228.94625799869,19245.78925159974,7731.745242731668,6845.807863978179,885.9373787534904,0.4017369795363936,0.0460327901948656,0.06,7.88,0.1933333333333333,,1.6666666666666667,1.0,7.039169,47.22166000000001,0.4695085383288688,0.3845598383707495,1,False,-0.0171771411656441,41,,,,
239,244,2019-01-01,Gaalkacyo,420293.0224489165,84058.6044897833,33112.51119831377,28600.03082624636,4512.480372067409,0.3939217335250711,0.0536825515895385,0.1,5.4816666666666665,0.1833333333333333,20.0,4.5,3.8333333333333335,6.935230000000001,47.68801,0.4668580324895174,0.3602422105460542,1,False,-0.0336795229790168,40,,,,
240,245,2019-01-01,Qoryooley,282277.1749967973,56455.434999359466,24775.89083034856,20312.762520107408,4463.128310241148,0.4388574958395,0.0790557775401391,0.03,20.985,0.4483333333333333,14.708333333333334,3.6666666666666665,5.333333333333333,1.934555,44.44943,0.4363798525409664,0.4647070601850455,1,True,0.0258495643455454,65,220.0,750.0,860.0,610.0
241,246,2019-01-01,Bossaso,474784.6404434893,94956.92808869788,37433.6362319945,33226.50105394698,4207.135178047517,0.3942170096006928,0.0443057211593628,0.13,9.238333333333332,0.1483333333333333,12.0,7.833333333333333,6.166666666666667,10.9218,49.39968,0.482210605259551,0.3081383281834315,1,False,-0.0860786814172612,18,,,,
242,247,2019-01-01,Balcad,211434.1247319937,42286.82494639875,17998.642927573714,15100.407355012949,2898.235572560764,0.4256324032458843,0.068537554574846,0.02,20.25333333333333,0.3316666666666666,,4.0,6.166666666666667,2.488555,45.65908,0.3580405856281527,0.4207892941616012,1,False,-0.004843109084283,8,300.0,3.615,1.4,101.67166666666667
243,248,2019-01-01,Garbahaarey,150445.26937163374,30089.053874326764,10779.165264050813,9075.97160707866,1703.1936569721508,0.3582420806274685,0.0566050918080008,0.0,30.85666666666667,0.3033333333333333,,1.6666666666666667,2.833333333333333,3.205999,42.35913,0.345678336354725,0.5554649634831142,1,True,0.1972228828556457,42,22.0,695.0,140.0,285.6666666666667
244,249,2019-01-01,Eyl,92352.216683081,18470.4433366162,7099.412632487859,6341.920043934738,757.4925885531218,0.3843661195946408,0.0410110669651037,0.1,6.551666666666667,0.155,,1.8333333333333333,,8.094348,49.56446,0.456573523755734,0.389948051145162,1,True,0.0055819315505212,39,,,,
245,250,2019-01-01,Adan Yabaal,37859.154953401936,7571.830990680386,2998.245654402931,2681.745100631399,316.5005537715319,0.3959736631857278,0.0417997382880163,0.04,17.665,0.2733333333333334,15.0,3.1666666666666665,3.0,3.549436,46.54467,0.2789393906990287,0.3406226826633605,1,False,-0.0553509805223673,0,30.0,,23.0,
246,251,2019-01-01,Qardho,80478.15211908707,16095.630423817414,6579.123422742703,5712.083815330413,867.0396074122908,0.4087521426316601,0.0538680116641653,0.08,6.811666666666667,0.1316666666666666,,1.0,1.0,9.502092,49.50764999999999,0.5372761677527557,0.3450721294564353,1,False,-0.0636800131752248,64,,,,
247,252,2019-01-01,Banadir,1650228.0,330045.6,141674.59351909187,118289.00228539263,23385.591233699222,0.4292576344574564,0.0708556370201548,0.05,18.235,,,7.5,68.33333333333333,2.110552,45.42547,0.4555156517242613,0.4536122788198948,1,True,0.0243546443624383,9,,,,
248,253,2019-01-01,Garoowe,238943.83260569465,47788.76652113893,18115.436210101943,16042.970403951183,2072.4658061507603,0.3790731071095702,0.0433672169637193,0.08,7.445,0.1333333333333333,5.183333333333334,5.0,3.25,8.470396000000001,48.78639,0.5170266990935967,0.3712592237262992,1,False,-0.0078138833832709,43,,,,
249,255,2019-01-01,Xudur,119822.71253135678,23964.54250627136,11541.61170493831,9700.621009214126,1840.990695724184,0.48161201917032,0.076821441312406,0.05,22.971666666666664,0.3283333333333333,30.0,3.333333333333333,3.6,4.188905999999999,43.90622,0.4689020964811947,0.5457788588250408,1,True,0.0641668396547208,77,50.0,30.0,525.0,201.66666666666666
250,256,2019-01-01,Wanla Weyn,105508.44272316828,21101.688544633656,9321.301519870034,7654.889714291786,1666.411805578248,0.4417324945420314,0.0789705431417729,0.0,20.523333333333333,0.31,6.0,3.1666666666666665,3.6666666666666665,2.791644,44.90646999999999,0.3788174337777663,0.4732566779470763,1,True,0.0315241834050449,74,525.0,,4.8,
251,258,2019-01-01,Gebiley,103448.69292549856,20689.73858509972,4046.340705965713,3617.707676576321,428.63302938939074,0.195572345649635,0.0207171795635002,0.09,23.286666666666665,0.235,12.5,3.1666666666666665,1.0,9.859568,43.68093,0.2443191130723181,0.2418992297764819,1,True,0.0463268841268469,44,,,,
252,259,2019-01-01,Diinsoor,144645.3749179251,28929.07498358503,13623.878831362264,11869.135521182112,1754.7433101801523,0.4709407002848428,0.0606567375962014,0.07,39.88333333333333,0.4133333333333333,32.5,1.8333333333333333,2.0,2.102024,42.90189,0.4769534198876959,0.5512844916157692,1,True,0.0803437913309264,37,199.0,210.0,6.525,138.50833333333333
253,260,2019-01-01,Bu'aale,102232.682999872,20446.536599974403,6508.451707938661,5386.393692822179,1122.058015116481,0.31831560695452,0.054877656645179,0.01,37.32,0.4833333333333333,27.875,3.6666666666666665,2.0,1.197985,42.7408,0.4125181113098476,0.5163749201445982,1,True,0.1980593131900782,19,144.0,755.0,320.0,406.3333333333333
254,261,2019-01-01,Bandarbeyla,14286.58526534636,2857.3170530692723,1081.7929915685042,962.9908953083792,118.80209626012513,0.3786044640745989,0.0415781987275476,0.08,8.346666666666666,0.1283333333333333,30.0,1.8333333333333333,,9.229735,50.32945,0.499901764184284,0.3730940069179668,1,False,-0.0055104571566321,10,,,,
255,262,2019-01-01,Hargeysa,959744.1903862744,191948.83807725488,37461.6018180365,33340.79176921269,4120.810048823811,0.1951645146346709,0.0214682729528442,0.12,17.46666666666667,0.0249999999999999,11.0,4.166666666666667,2.0,9.521626,44.28073,0.2386485041615721,0.2213906679944643,1,True,0.0262261533597933,45,,,,
