,date,district,Cowpea,Ground Nuts,Maize,Onion,Pepper,Rice,Sesame,Sorghum,Tomato,Water Melon
943,2005-07-01,Baki,,,2.0,,,,,10.0,,
944,2005-07-01,Hargeysa,,,1.17,,,,,1.548,,
945,2005-07-01,Hobyo,,,,,,,,,,
946,2005-07-01,Jalalaqsi,,,,,,,,30.0,,
947,2005-07-01,Jamaame,,,336.0,,,,,,,
948,2005-07-01,Jilib,,,1.815,,,,,75.0,,
949,2005-07-01,Jowhar,,,12.4,,,,,3.5,,
950,2005-07-01,Kismaayo,,,180.0,,,,,,,
951,2005-07-01,Kurtunwaarey,,,7.2,,,,,,,
952,2005-07-01,Luuq,,,50.0,,,,,,,
953,2005-07-01,Marka,,,12.0,,,,,,,
954,2005-07-01,Owdweyne,,,40.0,,,,,660.0,,
955,2005-07-01,Qansax Dheere,,,100.0,,,,,800.0,,
956,2005-07-01,Qoryooley,,,9.2,,,,,,,
957,2005-07-01,Rab Dhuure,,,,,,,,19.0,,
958,2005-07-01,Saakow,320.0,,1.37,,,,120.0,20.0,,
959,2005-07-01,Sablaale,,,2.24,,,,,,,
960,2005-07-01,Sheikh,,,20.0,,,,,66.0,,
961,2005-07-01,Tayeeglow,,,74.0,,,,,622.0,,
962,2005-07-01,Waajid,,,,,,,,140.0,,
963,2005-07-01,Wanla Weyn,,,,,,,,1.5,,
964,2005-07-01,Xarardheere,,,,,,,,,,
965,2005-07-01,Xudur,,,61.0,,,,,62.0,,
966,2006-01-01,Adan Yabaal,,,,,,,,10.0,,
967,2006-01-01,Afgooye,,,2.0,,,,,1.6,,
968,2006-01-01,Afmadow,,,6.0,,,,,,,
969,2006-01-01,Baardheere,,,504.0,,,,,210.0,,
970,2006-01-01,Badhaadhe,,,,,,,,,,
971,2006-01-01,Balcad,,,2.0,,,,,1.0,,
972,2006-01-01,Baraawe,,,,,,,,,,
973,2006-01-01,Baidoa,,,200.0,,,,,2.0,,
974,2006-01-01,Belet Weyne,,,120.0,,,,,540.0,,
975,2006-01-01,Belet Xaawo,,,32.0,,,,,,,
976,2006-01-01,Borama,,,,,,,,,,
977,2006-01-01,Bu'aale,,,70.0,,,,,30.0,,
978,2006-01-01,Bulo Burto,,,,,,,,210.0,,
979,2006-01-01,Burco,,,,,,,,,,
980,2006-01-01,Buur Hakaba,,,100.0,,,,,2.25,,
981,2006-01-01,Cadale,,,,,,,,10.0,,
982,2006-01-01,Ceel Buur,,,,,,,,,,
983,2006-01-01,Ceel Dheer,,,,,,,,,,
984,2006-01-01,Diinsoor,,,80.0,,,,,1.0,,
985,2006-01-01,Doolow,,,,,,,,,,
986,2006-01-01,Ceel Barde,,,,,,,,,,
987,2006-01-01,Garbahaarey,,,68.0,,,,,,,
988,2006-01-01,Gebiley,,,,,,,,,,
989,2006-01-01,Baki,,,18.0,,,,,,,
990,2006-01-01,Hargeysa,,,,,,,,,,
991,2006-01-01,Hobyo,,,,,,,,,,
992,2006-01-01,Jalalaqsi,,,350.0,,,,,,,
993,2006-01-01,Jamaame,,,,,,,,,,
994,2006-01-01,Jilib,,,60.0,,,,,,,
995,2006-01-01,Jowhar,,,2.5,,,,,1.8,,
996,2006-01-01,Kismaayo,,,,,,,,,,
997,2006-01-01,Kurtunwaarey,,,6.6,,,,,,,
998,2006-01-01,Luuq,,,40.0,,,,,,,
999,2006-01-01,Marka,,,7.2,,,,,30.0,,
1000,2006-01-01,Owdweyne,,,,,,,,,,
1001,2006-01-01,Qansax Dheere,,,50.0,,,,,1.4,,
1002,2006-01-01,Qoryooley,,,5.1,,,,,750.0,,
1003,2006-01-01,Rab Dhuure,,,,,,,,,,
1004,2006-01-01,Saakow,,,70.0,,,,,70.0,,
1005,2006-01-01,Sablaale,,,850.0,,,,,,,
1006,2006-01-01,Sheikh,,,,,,,,,,
1007,2006-01-01,Tayeeglow,,,,,,,,166.0,,
1008,2006-01-01,Waajid,,,,,,,,30.0,,
1009,2006-01-01,Wanla Weyn,,,,,,,,1.2,,
1010,2006-01-01,Xarardheere,,,,,,,,,,
1011,2006-01-01,Xudur,,,,,,,,55.0,,
1012,2006-07-01,Adan Yabaal,,,,,,,,25.0,,
1013,2006-07-01,Afgooye,,,5.4,,,,,,,
1014,2006-07-01,Afmadow,,,20.0,,,,,16.0,,
1015,2006-07-01,Baardheere,,,1.23,,,,,2.928,,
1016,2006-07-01,Badhaadhe,,,153.0,,,,,,,
1017,2006-07-01,Balcad,,,3.85,,,,,2.55,,
1018,2006-07-01,Baraawe,,,400.0,,,,,,,
1019,2006-07-01,Baidoa,,,500.0,,,,,11.4,,
1020,2006-07-01,Belet Weyne,,,240.0,,,,,280.0,,
1021,2006-07-01,Belet Xaawo,,,24.0,,,,,,,
1022,2006-07-01,Borama,,,828.0,,,,,3.75,,
1023,2006-07-01,Bu'aale,,,367.0,,,,,100.0,,
1024,2006-07-01,Bulo Burto,4.0,,120.0,,,,,516.0,,
1025,2006-07-01,Burco,,,8.0,,,,,81.0,,
1026,2006-07-01,Buur Hakaba,,,140.0,,,,,6.0,,
1027,2006-07-01,Cadale,,,,,,,,20.0,,
1028,2006-07-01,Ceel Buur,,,,,,,,,,
1029,2006-07-01,Ceel Dheer,,,,,,,,,,
1030,2006-07-01,Diinsoor,,,1.2,,,,,9.2,,
1031,2006-07-01,Doolow,,,45.0,,,,,,,
1032,2006-07-01,Ceel Barde,,,,,,,,,,
1033,2006-07-01,Garbahaarey,,,118.0,,,,,11.0,,
1034,2006-07-01,Gebiley,,,1.794,,,,,16.686,,
1035,2006-07-01,Baki,,,20.0,,,,,24.0,,
1036,2006-07-01,Hargeysa,,,369.0,,,,,972.0,,
1037,2006-07-01,Hobyo,,,,,,,,,,
1038,2006-07-01,Jalalaqsi,38.0,,200.0,,,,,90.0,,
1039,2006-07-01,Jamaame,200.0,,292.0,,,,900.0,,,
1040,2006-07-01,Jilib,120.0,,828.0,,,,400.0,,,
1041,2006-07-01,Jowhar,,,7.2,,,,,5.1,,
1042,2006-07-01,Kismaayo,120.0,,1.544,,,,80.0,,,
1043,2006-07-01,Kurtunwaarey,,,11.0,,,,,,,
1044,2006-07-01,Luuq,,,100.0,,,,,20.0,,
1045,2006-07-01,Marka,,,14.4,,,,,,,
1046,2006-07-01,Owdweyne,,,20.0,,,,,420.0,,
1047,2006-07-01,Qansax Dheere,,,900.0,,,,,8.8,,
1048,2006-07-01,Qoryooley,,,8.96,,,,,,,
1049,2006-07-01,Rab Dhuure,,,,,,,,80.0,,
1050,2006-07-01,Saakow,,,41.0,,,,,180.0,,
1051,2006-07-01,Sablaale,,,2.4,,,,,,,
1052,2006-07-01,Sheikh,,,14.0,,,,,78.0,,
1053,2006-07-01,Tayeeglow,,,80.0,,,,,700.0,,
1054,2006-07-01,Waajid,,,35.0,,,,,300.0,,
1055,2006-07-01,Wanla Weyn,,,,,,,,4.5,,
1056,2006-07-01,Xarardheere,,,,,,,,,,
1057,2006-07-01,Xudur,,,80.0,,,,,150.0,,
1058,2007-01-01,Adan Yabaal,,,,,,,,30.0,,
1059,2007-01-01,Afgooye,,,3.6,,,,,5.6,,
1060,2007-01-01,Afmadow,,,,,,,,,,
1061,2007-01-01,Baardheere,5.0,,135.0,,,,132.0,2.32,,
1062,2007-01-01,Badhaadhe,,,35.0,,,,,,,
1063,2007-01-01,Balcad,,,2.805,,,,140.0,2.0,,
1064,2007-01-01,Baraawe,,,350.0,,,,,,,
1065,2007-01-01,Baidoa,,,4.32,,,,,14.4,,
1066,2007-01-01,Belet Weyne,11.0,,32.0,,,,115.0,1.5,,
1067,2007-01-01,Belet Xaawo,1.0,,8.0,,,,,35.0,,
1068,2007-01-01,Borama,,,,,,,,,,
1069,2007-01-01,Bu'aale,48.0,,160.0,,,,575.0,892.0,,
1070,2007-01-01,Bulo Burto,,,654.0,,,,39.0,3.6,,
1071,2007-01-01,Burco,,,,,,,,,,
1072,2007-01-01,Buur Hakaba,,,3.36,,,,,11.2,,
1073,2007-01-01,Cadale,,,,,,,,20.0,,
1074,2007-01-01,Ceel Buur,,,,,,,,,,
1075,2007-01-01,Ceel Dheer,385.0,,,,,,,,,
1076,2007-01-01,Diinsoor,,,1.05,,,,,13.125,,
1077,2007-01-01,Doolow,1.0,,9.0,,,,,26.0,,
1078,2007-01-01,Ceel Barde,,,82.0,,,,,205.0,,
1079,2007-01-01,Garbahaarey,3.0,,113.0,,,,,70.0,,
1080,2007-01-01,Gebiley,,,,,,,,,,
1081,2007-01-01,Baki,,,,,,,,88.0,,
1082,2007-01-01,Hargeysa,,,,,,,,,,
1083,2007-01-01,Hobyo,,,,,,,,,,
1084,2007-01-01,Jalalaqsi,,,472.0,,,,1.368,500.0,,
1085,2007-01-01,Jamaame,60.0,,200.0,,,,250.0,,,
1086,2007-01-01,Jilib,78.0,,260.0,,,,325.0,,,
1087,2007-01-01,Jowhar,,,7.83,,,,225.0,2.8,,
1088,2007-01-01,Kismaayo,30.0,,850.0,,,,413.0,,,
1089,2007-01-01,Kurtunwaarey,,,1.19,,,,,,,
1090,2007-01-01,Luuq,1.0,,17.0,,,,,84.0,,
1091,2007-01-01,Marka,,,1.4,,,,,20.0,,
1092,2007-01-01,Owdweyne,,,,,,,,,,
1093,2007-01-01,Qansax Dheere,,,1.14,,,,,14.25,,
1094,2007-01-01,Qoryooley,,,800.0,,,,,2.4,,
1095,2007-01-01,Rab Dhuure,,,69.0,,,,,1.074,,
1096,2007-01-01,Saakow,24.0,,80.0,,,,175.0,3.99,,
1097,2007-01-01,Sablaale,,,80.0,,,,,,,
1098,2007-01-01,Sheikh,,,,,,,,,,
1099,2007-01-01,Tayeeglow,,,300.0,,,,,1.02,,
1100,2007-01-01,Waajid,,,204.0,,,,,1.088,,
1101,2007-01-01,Wanla Weyn,,,,,,,,5.4,,
1102,2007-01-01,Xarardheere,,,,,,,,,,
1103,2007-01-01,Xudur,,,184.0,,,,,1.313,,
1104,2007-07-01,Adan Yabaal,,,,,,,,15.0,,
1105,2007-07-01,Afgooye,,,4.55,,,,,100.0,,
1106,2007-07-01,Afmadow,,,10.0,,,,,,,
1107,2007-07-01,Baardheere,,,55.0,,,,,7.0,,
1108,2007-07-01,Badhaadhe,,,280.0,,,,,,,
1109,2007-07-01,Balcad,,,1.5,,,,,450.0,,
1110,2007-07-01,Baraawe,,,225.0,,,,,,,
1111,2007-07-01,Baidoa,,,58.0,,,,,1.187,,
1112,2007-07-01,Belet Weyne,,,300.0,,,,,840.0,,
1113,2007-07-01,Belet Xaawo,,,,,,,,,,
1114,2007-07-01,Borama,,,1.219,,,,,3.186,,
1115,2007-07-01,Bu'aale,,,180.0,,,,,140.0,,
1116,2007-07-01,Bulo Burto,,,102.0,,,,,350.0,,
1117,2007-07-01,Burco,,,13.0,,,,,70.0,,
1118,2007-07-01,Buur Hakaba,,,40.0,,,,,568.0,,
1119,2007-07-01,Cadale,,,,,,,,10.0,,
1120,2007-07-01,Ceel Buur,,,,,,,,,,
1121,2007-07-01,Ceel Dheer,,,,,,,,,,
1122,2007-07-01,Diinsoor,,,36.0,,,,,699.0,,
1123,2007-07-01,Doolow,,,5.0,,,,,,,
1124,2007-07-01,Ceel Barde,,,,,,,,,,
1125,2007-07-01,Garbahaarey,,,8.0,,,,,,,
1126,2007-07-01,Gebiley,,,2.121,,,,,17.29,,
1127,2007-07-01,Baki,,,184.0,,,,,15.0,,
1128,2007-07-01,Hargeysa,,,555.0,,,,,1.35,,
1129,2007-07-01,Hobyo,,,,,,,,,,
1130,2007-07-01,Jalalaqsi,,,240.0,,,,,80.0,,
1131,2007-07-01,Jamaame,,,2.287,,,,,,,
1132,2007-07-01,Jilib,,,4.54,,,,,,,
1133,2007-07-01,Jowhar,,,4.8,,,,,1.2,,
1134,2007-07-01,Kismaayo,,,264.0,,,,,,,
1135,2007-07-01,Kurtunwaarey,,,3.2,,,,,,,
1136,2007-07-01,Luuq,,,11.0,,,,,2.0,,
1137,2007-07-01,Marka,,,8.0,,,,,,,
1138,2007-07-01,Owdweyne,,,91.0,,,,,716.0,,
1139,2007-07-01,Qansax Dheere,,,42.0,,,,,453.0,,
1140,2007-07-01,Qoryooley,,,7.6,,,,,60.0,,
1141,2007-07-01,Rab Dhuure,,,,,,,,,,
1142,2007-07-01,Saakow,,,60.0,,,,,125.0,,
1143,2007-07-01,Sablaale,,,2.16,,,,,,,
1144,2007-07-01,Sheikh,,,23.0,,,,,105.0,,
1145,2007-07-01,Tayeeglow,,,,,,,,58.0,,
1146,2007-07-01,Waajid,,,4.0,,,,,30.0,,
1147,2007-07-01,Wanla Weyn,,,,,,,,1.4,,
1148,2007-07-01,Xarardheere,,,,,,,,,,
1149,2007-07-01,Xudur,,,5.0,,,,,30.0,,
1150,2008-01-01,Adan Yabaal,,,,,,,,,,
1151,2008-01-01,Afgooye,,,800.0,,,,120.0,4.4,,
1152,2008-01-01,Afmadow,,,15.0,,,,,,,
1153,2008-01-01,Baardheere,,,3.33,,,,,11.4,,
1154,2008-01-01,Badhaadhe,,,180.0,,,,,,,
1155,2008-01-01,Balcad,,,818.0,,,,,896.0,,
1156,2008-01-01,Baraawe,,,350.0,,,,560.0,,,
1157,2008-01-01,Baidoa,,,945.0,,,,,8.964,,
1158,2008-01-01,Belet Weyne,,,200.0,,,,,480.0,,
1159,2008-01-01,Belet Xaawo,,,21.0,,,,,,,
1160,2008-01-01,Borama,,,,,,,,,,
1161,2008-01-01,Bu'aale,,,320.0,,,,,1.32,,
1162,2008-01-01,Bulo Burto,,,140.0,,,,,520.0,,
1163,2008-01-01,Burco,,,,,,,,,,
1164,2008-01-01,Buur Hakaba,,,560.0,,,,,8.82,,
1165,2008-01-01,Cadale,,,,,,,,,,
1166,2008-01-01,Ceel Buur,,,,,,,,,,
1167,2008-01-01,Ceel Dheer,,,,,,,,,,
1168,2008-01-01,Diinsoor,,,560.0,,,,,11.76,,
1169,2008-01-01,Doolow,,,42.0,,,,,,,
1170,2008-01-01,Ceel Barde,,,,,,,,,,
1171,2008-01-01,Garbahaarey,,,155.0,,,,,,,
1172,2008-01-01,Gebiley,,,,,,,,,,
1173,2008-01-01,Baki,,,210.0,,,,,,,
1174,2008-01-01,Hargeysa,,,,,,,,,,
1175,2008-01-01,Hobyo,,,,,,,,,,
1176,2008-01-01,Jalalaqsi,,,350.0,,,,,700.0,,
1177,2008-01-01,Jamaame,,,35.0,,,,,,,
1178,2008-01-01,Jilib,,,976.0,,,,,,,
1179,2008-01-01,Jowhar,,,3.975,,,,,2.42,,
1180,2008-01-01,Kismaayo,,,120.0,,,,,,,
1181,2008-01-01,Kurtunwaarey,,,2.35,,,,1.2,,,
1182,2008-01-01,Luuq,,,42.0,,,,,30.0,,
1183,2008-01-01,Marka,,,3.0,,,,90.0,5.0,,
1184,2008-01-01,Owdweyne,,,,,,,,,,
1185,2008-01-01,Qansax Dheere,,,684.0,,,,,7.224,,
1186,2008-01-01,Qoryooley,,,2.22,,,,360.0,800.0,,
1187,2008-01-01,Rab Dhuure,,,,,,,,,,
1188,2008-01-01,Saakow,,,120.0,,,,,4.56,,
1189,2008-01-01,Sablaale,,,54.0,,,,110.0,,,
1190,2008-01-01,Sheikh,,,,,,,,,,
1191,2008-01-01,Tayeeglow,,,192.0,,,,,1.632,,
1192,2008-01-01,Waajid,,,,,,,,218.0,,
1193,2008-01-01,Wanla Weyn,,,,,,,6.0,5.631,,
1194,2008-01-01,Xarardheere,,,,,,,,,,
1195,2008-01-01,Xudur,,,100.0,,,,,728.0,,
1196,2008-07-01,Adan Yabaal,,,,,,,,,,
1197,2008-07-01,Afgooye,720.0,,12.567,,,,50.0,27.0,,
1198,2008-07-01,Afmadow,,,24.0,,,,,,,
1199,2008-07-01,Baardheere,,,631.0,,,,,144.0,,
1200,2008-07-01,Badhaadhe,,,455.0,,,,,,,
1201,2008-07-01,Balcad,,,1.25,,,,,400.0,,
1202,2008-07-01,Baraawe,10.0,,448.0,,,,10.0,,,
1203,2008-07-01,Baidoa,,,1.1,,,,,13.3,,
1204,2008-07-01,Belet Weyne,,,200.0,,,,,720.0,,
1205,2008-07-01,Belet Xaawo,,,24.0,,,,,,,
1206,2008-07-01,Borama,29.0,,340.0,,,,,1.225,,
1207,2008-07-01,Bu'aale,,,304.0,,,,,40.0,,
1208,2008-07-01,Bulo Burto,,,140.0,,,,,500.0,,
1209,2008-07-01,Burco,2.0,,12.0,,,,,100.0,,
1210,2008-07-01,Buur Hakaba,,,80.0,,,,,2.388,,
1211,2008-07-01,Cadale,,,,,,,,,,
1212,2008-07-01,Ceel Buur,,,,,,,,,,
1213,2008-07-01,Ceel Dheer,,,,,,,,,,
1214,2008-07-01,Diinsoor,,,453.0,,,,,8.127,,
1215,2008-07-01,Doolow,,,45.0,,,,,,,
1216,2008-07-01,Ceel Barde,,,,,,,,,,
1217,2008-07-01,Garbahaarey,,,79.0,,,,,,,
1218,2008-07-01,Gebiley,160.0,,650.0,,,,,13.58,,
1219,2008-07-01,Baki,,,72.0,,,,,36.0,,
1220,2008-07-01,Hargeysa,10.0,,100.0,,,,,750.0,,
1221,2008-07-01,Hobyo,,,,,,,,,,
1222,2008-07-01,Jalalaqsi,,,293.0,,,,,140.0,,
1223,2008-07-01,Jamaame,,,3.655,,,,,,,
1224,2008-07-01,Jilib,,,2.05,,,,,,,
1225,2008-07-01,Jowhar,,,3.0,,,2.0,,800.0,,
1226,2008-07-01,Kismaayo,,,780.0,,,,,,,
1227,2008-07-01,Kurtunwaarey,50.0,,6.852,,,,400.0,,,
1228,2008-07-01,Luuq,,,52.0,,,,,,,
1229,2008-07-01,Marka,150.0,,15.804,,,,100.0,15.0,,
1230,2008-07-01,Owdweyne,24.0,,115.0,,,,,500.0,,
1231,2008-07-01,Qansax Dheere,,,600.0,,,,,7.77,,
1232,2008-07-01,Qoryooley,75.0,,6.2,,,,40.0,60.0,,
1233,2008-07-01,Rab Dhuure,,,,,,,,10.0,,
1234,2008-07-01,Saakow,,,36.0,,,,,56.0,,
1235,2008-07-01,Sablaale,10.0,,1.8,,,,120.0,,,
1236,2008-07-01,Sheikh,6.0,,60.0,,,,,120.0,,
1237,2008-07-01,Tayeeglow,,,3.0,,,,,30.0,,
1238,2008-07-01,Waajid,,,,,,,,25.0,,
1239,2008-07-01,Wanla Weyn,,,,,,,,8.0,,
1240,2008-07-01,Xarardheere,,,,,,,,,,
1241,2008-07-01,Xudur,,,4.0,,,,,25.0,,
1242,2009-01-01,Adan Yabaal,,,,,,,,,,
1243,2009-01-01,Afgooye,,,320.0,,,,15.0,60.0,,
1244,2009-01-01,Afmadow,,,120.0,,,,,,,
1245,2009-01-01,Baardheere,,,1.081,,,,,865.0,,
1246,2009-01-01,Badhaadhe,,,80.0,,,,,,,
1247,2009-01-01,Balcad,,,1.25,,,,140.0,400.0,,
1248,2009-01-01,Baraawe,,,90.0,,,,200.0,,,
1249,2009-01-01,Baidoa,,,200.0,,,,,11.1,,
1250,2009-01-01,Belet Weyne,44.0,,960.0,,,,,2.4,,
1251,2009-01-01,Belet Xaawo,,,,,,,,29.0,,
1252,2009-01-01,Borama,,,,,,,,,,
1253,2009-01-01,Bu'aale,,,930.0,,,,,120.0,,
1254,2009-01-01,Bulo Burto,8.0,,200.0,,,,,315.0,,
1255,2009-01-01,Burco,,,,,,,,,,
1256,2009-01-01,Buur Hakaba,,,50.0,,,,,2.8,,
1257,2009-01-01,Cadale,,,,,,,,,,
1258,2009-01-01,Ceel Buur,,,,,,,,,,
1259,2009-01-01,Ceel Dheer,,,,,,,,,,
1260,2009-01-01,Diinsoor,,,100.0,,,,,5.2,,
1261,2009-01-01,Doolow,,,,,,,,18.0,,
1262,2009-01-01,Ceel Barde,,,,,,,,,,
1263,2009-01-01,Garbahaarey,,,41.0,,,,,72.0,,
1264,2009-01-01,Gebiley,,,,,,,,,,
1265,2009-01-01,Baki,,,30.0,,,,,15.0,,
1266,2009-01-01,Hargeysa,,,,,,,,,,
1267,2009-01-01,Hobyo,,,,,,,,,,
1268,2009-01-01,Jalalaqsi,100.0,,360.0,,,,,270.0,,
1269,2009-01-01,Jamaame,,,2.0,,,,,,,
1270,2009-01-01,Jilib,,,2.045,,,,,,,
1271,2009-01-01,Jowhar,,,3.0,,,2.5,160.0,800.0,,
1272,2009-01-01,Kismaayo,,,90.0,,,,,,,
1273,2009-01-01,Kurtunwaarey,,,3.6,,,,1.2,,,
1274,2009-01-01,Luuq,,,,,,,,120.0,,
1275,2009-01-01,Marka,,,4.0,,,,200.0,,,
1276,2009-01-01,Owdweyne,,,,,,,,,,
1277,2009-01-01,Qansax Dheere,,,100.0,,,,,2.4,,
1278,2009-01-01,Qoryooley,,,4.25,,,,80.0,100.0,,
1279,2009-01-01,Rab Dhuure,,,,,,,,405.0,,
1280,2009-01-01,Saakow,,,450.0,,,,,1.075,,
1281,2009-01-01,Sablaale,,,20.0,,,,140.0,,,
1282,2009-01-01,Sheikh,,,,,,,,,,
1283,2009-01-01,Tayeeglow,,,29.0,,,,,480.0,,
1284,2009-01-01,Waajid,,,,,,,,225.0,,
1285,2009-01-01,Wanla Weyn,,,,,,,,150.0,,
1286,2009-01-01,Xarardheere,,,,,,,,,,
1287,2009-01-01,Xudur,,,60.0,,,,,1.56,,
1288,2009-07-01,Adan Yabaal,20.0,,,,,,,60.0,,
1289,2009-07-01,Afgooye,600.0,,13.8,,,,120.0,50.0,,
1290,2009-07-01,Afmadow,32.0,,585.0,,,,149.0,,,
1291,2009-07-01,Baardheere,25.0,,1.163,,,,,126.0,,
1292,2009-07-01,Badhaadhe,10.0,,60.0,,,,12.0,,,
1293,2009-07-01,Balcad,120.0,,1.925,,,,140.0,600.0,,
1294,2009-07-01,Baraawe,60.0,,1.6,,,,40.0,,,
1295,2009-07-01,Baidoa,750.0,,1.277,,,,400.0,9.0,,
1296,2009-07-01,Belet Weyne,,,120.0,,,,,240.0,,
1297,2009-07-01,Belet Xaawo,,,3.0,,,,,,,
1298,2009-07-01,Borama,30.0,,60.0,,,,,824.0,,
1299,2009-07-01,Bu'aale,142.0,,3.725,,,,680.0,300.0,,
1300,2009-07-01,Bulo Burto,,,100.0,,,,,170.0,,
1301,2009-07-01,Burco,,,,,,,,10.0,,
1302,2009-07-01,Buur Hakaba,450.0,,900.0,,,,75.0,6.302,,
1303,2009-07-01,Cadale,40.0,,,,,,,42.0,,
1304,2009-07-01,Ceel Buur,,,,,,,,,,
1305,2009-07-01,Ceel Dheer,,,,,,,,,,
1306,2009-07-01,Diinsoor,238.0,,741.0,400.0,,,,12.0,,
1307,2009-07-01,Doolow,,,43.0,,,,,,56.0,
1308,2009-07-01,Ceel Barde,,,,,,,,,,
1309,2009-07-01,Garbahaarey,,,56.0,,,,,,,
1310,2009-07-01,Gebiley,60.0,,117.0,,,,,9.0,,
1311,2009-07-01,Baki,,,10.0,,,,,,,
1312,2009-07-01,Hargeysa,15.0,,60.0,,,,,500.0,,
1313,2009-07-01,Hobyo,,,,,,,,,,
1314,2009-07-01,Jalalaqsi,,,40.0,,,,,85.0,,
1315,2009-07-01,Jamaame,557.0,,11.961,,,,1.012,,,
1316,2009-07-01,Jilib,111.0,,5.0,,,,1.104,,,
1317,2009-07-01,Jowhar,200.0,,3.3,,,2.4,160.0,1.12,,
1318,2009-07-01,Kismaayo,95.0,,483.0,,,,96.0,,,
1319,2009-07-01,Kurtunwaarey,500.0,,11.0,,,,450.0,,,
1320,2009-07-01,Luuq,,,55.0,,,,,,,
1321,2009-07-01,Marka,840.0,,22.5,,,,240.0,150.0,,
1322,2009-07-01,Owdweyne,1.0,,2.0,,,,,180.0,,
1323,2009-07-01,Qansax Dheere,460.0,,883.0,,,,360.0,7.2,,
1324,2009-07-01,Qoryooley,400.0,,13.05,,,,20.0,75.0,,
1325,2009-07-01,Rab Dhuure,,,1.0,,,,,12.0,,
1326,2009-07-01,Saakow,61.0,,3.15,,,,1.888,9.75,,
1327,2009-07-01,Sablaale,100.0,,2.0,,,,20.0,,,
1328,2009-07-01,Sheikh,1.0,,1.0,,,,,12.0,,
1329,2009-07-01,Tayeeglow,,,22.0,,,,,149.0,,
1330,2009-07-01,Waajid,,,10.0,,,,,56.0,,
1331,2009-07-01,Wanla Weyn,700.0,,150.0,,,,,8.0,,
1332,2009-07-01,Xarardheere,,,,,,,,,,
1333,2009-07-01,Xudur,,,28.0,,,,,190.0,,
1334,2010-01-01,Adan Yabaal,40.0,,,,,,,50.0,,
1335,2010-01-01,Afgooye,150.0,,900.0,,,,1.0,7.0,,
1336,2010-01-01,Afmadow,,,120.0,,,,32.0,5.0,,
1337,2010-01-01,Baardheere,60.0,,970.0,,,,420.0,3.368,,
1338,2010-01-01,Badhaadhe,,,105.0,,,,135.0,,,
1339,2010-01-01,Balcad,110.0,,2.1,,,,510.0,1.4,,
1340,2010-01-01,Baraawe,180.0,,480.0,,,,800.0,,,
1341,2010-01-01,Baidoa,1.65,,1.0,,,,900.0,26.64,,
1342,2010-01-01,Belet Weyne,20.0,,165.0,,,,,840.0,,
1343,2010-01-01,Belet Xaawo,,,3.0,,,,,,,
1344,2010-01-01,Borama,,,,,,,,,,
1345,2010-01-01,Bu'aale,54.0,,1.6,,,,2.1,363.0,,
1346,2010-01-01,Bulo Burto,10.0,,120.0,,,,10.0,480.0,,
1347,2010-01-01,Burco,,,,,,,,,,
1348,2010-01-01,Buur Hakaba,600.0,,360.0,,,,150.0,12.32,,
1349,2010-01-01,Cadale,60.0,,,,,,,30.0,,
1350,2010-01-01,Ceel Buur,2.15,,,,,,,183.0,,
1351,2010-01-01,Ceel Dheer,3.42,,,,,,,311.0,,
1352,2010-01-01,Diinsoor,600.0,,500.0,,,,420.0,15.0,,
1353,2010-01-01,Doolow,,,12.0,,,,,,,
1354,2010-01-01,Ceel Barde,,,,,,,,,,
1355,2010-01-01,Garbahaarey,6.0,,49.0,,,,1.0,44.0,,
1356,2010-01-01,Gebiley,,,,,,,,,,
1357,2010-01-01,Baki,,,113.0,,,,,225.0,,
1358,2010-01-01,Hargeysa,,,,,,,,,,
1359,2010-01-01,Hobyo,166.0,,,,,,,,,
1360,2010-01-01,Jalalaqsi,20.0,,120.0,,,,20.0,214.0,,
1361,2010-01-01,Jamaame,480.0,,2.42,,,,3.19,,,
1362,2010-01-01,Jilib,48.0,,2.682,,,,3.679,,,
1363,2010-01-01,Jowhar,180.0,,4.95,,,3.75,660.0,1.8,,
1364,2010-01-01,Kismaayo,,,144.0,,,,285.0,,,
1365,2010-01-01,Kurtunwaarey,45.0,,1.05,,,,2.7,,,
1366,2010-01-01,Luuq,3.0,,66.0,,,,,105.0,,
1367,2010-01-01,Marka,40.0,,2.5,,,,1.0,160.0,,
1368,2010-01-01,Owdweyne,,,,,,,,,,
1369,2010-01-01,Qansax Dheere,750.0,,650.0,,,,875.0,15.84,,
1370,2010-01-01,Qoryooley,50.0,,2.0,,,,200.0,1.0,,
1371,2010-01-01,Rab Dhuure,20.0,,14.0,,,,,180.0,,
1372,2010-01-01,Saakow,36.0,,1.176,,,,2.7,3.375,,
1373,2010-01-01,Sablaale,30.0,,960.0,,,,800.0,,,
1374,2010-01-01,Sheikh,,,,,,,,,,
1375,2010-01-01,Tayeeglow,95.0,,120.0,,,,,1.0,,
1376,2010-01-01,Waajid,20.0,,23.0,,,,,320.0,,
1377,2010-01-01,Wanla Weyn,35.0,,,,,,450.0,6.5,,
1378,2010-01-01,Xarardheere,3.32,,,,,,,220.0,,
1379,2010-01-01,Xudur,56.0,,70.0,,,,,600.0,,
1380,2010-07-01,Adan Yabaal,30.0,,,,,,,60.0,,
1381,2010-07-01,Afgooye,510.0,,13.5,,,,60.0,600.0,,
1382,2010-07-01,Afmadow,75.0,,346.0,,,,144.0,80.0,,
